month,country,country_key,region,order_count,unique_customers,total_revenue,avg_order_value,fulfilled_orders,open_orders,orders_per_customer,avg_revenue,stddev_revenue,q1_revenue,q3_revenue,avg_orders,stddev_orders,avg_customers,stddev_customers,avg_aov,stddev_aov,avg_fulfillment_rate,stddev_fulfillment_rate,revenue_zscore,orders_zscore,customers_zscore,aov_zscore,revenue_upper_fence,revenue_lower_fence,revenue_iqr_outlier,revenue_mom_change,orders_mom_change,revenue_spike,orders_spike,expected_revenue,revenue_deviation_pct,correlation_breakdown,fulfillment_rate,fulfillment_anomaly,revenue_anomaly,orders_anomaly,customers_anomaly,aov_anomaly,revenue_component,orders_component,customers_component,aov_component,mom_component,deviation_component,anomaly_score,anomaly_severity,anomaly_types,country_code
1995-11-01,ALGERIA,0,AFRICA,753,689,112725775.96,149702.22571049,0,753,1.092888,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-0.33688847202648153,-0.03586008652271165,0.2835463653328925,-0.7135222070154991,133617550.3075,96266960.8875,0,-8.81348693140046,-5.283018867924527,False,False,114585213.50354572,-1.6227552287871636,False,0.0,False,False,False,False,False,2.021330832158889,0.14344034609084663,0.8506390959986775,1.4270444140309984,0.44067434657002297,0.08113776143935819,4.9642667962887925,Normal,None,DZA
1995-12-01,ALGERIA,0,AFRICA,756,681,116040980.66,153493.36066138,0,756,1.110132,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,0.20729984980503116,0.04389770449883872,0.02481971248897976,0.3819216367104744,133617550.3075,96266960.8875,0,2.940946444384096,0.3984063745019917,False,False,115041728.29838055,0.8685999214369498,False,0.0,False,False,False,False,False,1.243799098830187,0.17559081799535492,0.07445913746693929,0.7638432734209488,0.1470473222192048,0.04342999607184749,2.4481696460044824,Normal,None,DZA
1996-01-01,ALGERIA,0,AFRICA,715,644,108656677.93,151967.38172028,0,715,1.110248,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-1.0048278087177012,-1.0461254394623498,-1.1717910569141166,-0.05900812662887798,133617550.3075,96266960.8875,0,-6.363530097729864,-5.423280423280419,False,False,108802692.76897103,-0.13420149378201798,False,0.0,False,False,False,False,False,6.028966852306207,4.184501757849399,3.51537317074235,0.11801625325775596,0.3181765048864932,0.0067100746891008995,14.171744613731306,Normal,None,DZA
1996-02-01,ALGERIA,0,AFRICA,709,648,108690446.78,153301.05328632,0,709,1.094136,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-0.999284677757589,-1.2056410215054505,-1.0424277304921603,0.3263546540413071,133617550.3075,96266960.8875,0,0.031078485596403027,-0.8391608391608352,False,False,107889663.17930135,0.7422245812074055,False,0.0,False,False,False,False,False,5.995708066545534,4.822564086021803,3.1272831914764807,0.6527093080826143,0.0015539242798201511,0.03711122906037028,14.636929805466622,Normal,None,DZA
1996-03-01,ALGERIA,0,AFRICA,703,633,106782088.81,151894.86317212,0,703,1.110585,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-1.3125401823567746,-1.3651566035485514,-1.5275402045744966,-0.07996227312244142,133617550.3075,96266960.8875,0,-1.755773415728712,-0.8462623413258097,False,False,106976633.58963166,-0.1818572646227998,False,0.0,False,False,False,False,False,7.875241094140647,5.460626414194206,4.582620613723489,0.15992454624488284,0.08778867078643558,0.00909286323113999,18.1752942023208,Normal,None,DZA
1996-04-01,ALGERIA,0,AFRICA,794,706,120165397.18,151341.81005038,0,794,1.124646,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,0.884319674418868,1.0541630574384768,0.8333405026262071,-0.23976630154967765,133617550.3075,96266960.8875,0,12.533289542418725,12.944523470839254,False,False,120824249.03295524,-0.5452977016025424,False,0.0,False,False,False,False,False,5.3059180465132085,4.216652229753907,2.500021507878621,0.4795326030993553,0.6266644771209362,0.027264885080127123,13.156053749446157,Normal,None,DZA
1996-05-01,ALGERIA,0,AFRICA,761,692,113608521.69,149288.46477004,0,761,1.099711,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-0.19198643402785248,0.1768273562014227,0.3805688601493598,-0.8330779286823886,133617550.3075,96266960.8875,0,-5.456542102697193,-4.156171284634757,False,False,115802586.28977196,-1.8946594113898028,False,0.0,False,False,False,False,False,1.151918604167115,0.7073094248056908,1.1417065804480793,1.6661558573647774,0.27282710513485964,0.09473297056949015,5.034650542490012,Normal,None,DZA
1996-06-01,ALGERIA,0,AFRICA,754,690,110150518.7,146088.22108753,0,754,1.092754,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-0.7596149862003483,-0.009274156182194857,0.31588719693838163,-1.7577844574240071,133617550.3075,96266960.8875,0,-3.0437883871385463,-0.9198423127463884,False,False,114737385.101824,-3.9977086786084333,False,0.0,False,False,False,False,False,4.557689917202089,0.03709662472877943,0.9476615908151449,3.5155689148480143,0.15218941935692729,0.19988543393042169,9.410091900881378,Normal,None,DZA
1996-07-01,ALGERIA,0,AFRICA,775,693,112257560.6,144848.46529032,0,775,1.118326,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-0.41374566609782726,0.5490303809686577,0.41290969175484893,-2.1160103906523826,133617550.3075,96266960.8875,0,1.9128751501739316,2.785145888594154,False,False,117932988.6656679,-4.812417738142267,False,0.0,False,False,False,False,True,2.4824739965869633,2.196121523874631,1.2387290752645468,4.232020781304765,0.09564375750869658,0.24062088690711336,10.485610021446716,Normal,AOV shift,DZA
1996-08-01,ALGERIA,0,AFRICA,770,684,122040169.26,158493.72631169,0,770,1.125731,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,1.1920620808023334,0.41610072926607383,0.12184220730544704,1.8267712236989295,133617550.3075,96266960.8875,0,8.714431890122508,-0.6451612903225823,False,False,117172130.6742765,4.1546044760899905,False,0.0,False,False,False,False,False,7.152372484814001,1.6644029170642953,0.3655266219163411,3.6535424473978595,0.4357215945061254,0.20773022380449954,13.479296289503122,Normal,None,DZA
1996-09-01,ALGERIA,0,AFRICA,730,665,107299613.66,146985.77213699,0,730,1.097744,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-1.2275888731276325,-0.6473364843545979,-0.4926335931988457,-1.4984381708113597,133617550.3075,96266960.8875,0,-12.078445719454923,-5.1948051948051965,False,False,111085266.74314524,-3.4078804454766707,False,0.0,False,False,False,False,False,7.365533238765795,2.5893459374183916,1.477900779596537,2.9968763416227198,0.6039222859727461,0.17039402227383355,15.203972605650023,Normal,None,DZA
1996-10-01,ALGERIA,0,AFRICA,788,709,121588255.95,154299.81719543,0,788,1.111425,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,1.1178808557991762,0.894647475395376,0.9303629974426744,0.6149462736335853,133617550.3075,96266960.8875,0,13.31658316615789,7.9452054794520555,False,False,119911219.44328555,1.3985651338552494,False,0.0,False,False,False,False,False,6.707285134795057,3.578589901581504,2.791088992328023,1.2298925472671707,0.6658291583078945,0.06992825669276247,15.042613990972411,Normal,None,DZA
1996-11-01,ALGERIA,0,AFRICA,732,652,113670918.31,155288.13976776,0,732,1.122699,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-0.1817440764667165,-0.5941646236735643,-0.913064404070204,0.9005208816332703,133617550.3075,96266960.8875,0,-6.511597339841602,-7.106598984771573,False,False,111389609.93970181,2.048044132242788,False,0.0,False,False,False,False,False,1.090464458800299,2.3766584946942575,2.7391932122106115,1.8010417632665405,0.3255798669920801,0.10240220661213939,8.435340002575927,Normal,None,DZA
1996-12-01,ALGERIA,0,AFRICA,762,696,122419791.54,160655.89440945,0,762,1.094828,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,1.2543767883928036,0.2034132865419395,0.5099321865713162,2.4515270718746476,133617550.3075,96266960.8875,0,7.69666803090332,4.098360655737698,False,False,115954757.88805024,5.5754794108504795,False,0.0,False,False,False,False,True,7.526260730356822,0.813653146167758,1.5297965597139487,4.903054143749295,0.384833401545166,0.278773970542524,15.436371952075515,Normal,AOV shift,DZA
1997-01-01,ALGERIA,0,AFRICA,738,669,112621465.94,152603.61238482,0,738,1.103139,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-0.35401088221551497,-0.43464904163046353,-0.36327026677688934,0.12482995185904609,133617550.3075,96266960.8875,0,-8.003873782776749,-3.149606299212604,False,False,112302639.5293715,0.2838993027809575,False,0.0,False,False,False,False,False,2.1240652932930897,1.7385961665218543,1.0898108003306681,0.24965990371809219,0.4001936891388374,0.014194965139047874,5.616520818141589,Normal,None,DZA
1997-02-01,ALGERIA,0,AFRICA,684,627,106243173.49,155326.27703216,0,684,1.090909,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-1.4010027209143763,-1.8702892800183704,-1.7215851942074312,0.9115405979041782,133617550.3075,96266960.8875,0,-5.663478446815895,-7.317073170731703,False,False,104085373.22234431,2.0731061443631007,False,0.0,False,False,False,False,False,8.406016325486258,7.481157120073482,5.164755582622294,1.8230811958083564,0.28317392234079475,0.10365530721815504,23.26183945354934,Normal,None,DZA
1997-03-01,ALGERIA,0,AFRICA,743,671,111769638.82,150430.2002961,0,743,1.107303,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-0.4938376539751504,-0.30171938992787956,-0.29858860356591116,-0.5031748338605994,133617550.3075,96266960.8875,0,5.201713341629577,8.625730994152047,False,False,113063497.5207629,-1.1443646527256148,False,0.0,False,False,False,False,False,2.963025923850902,1.2068775597115184,0.8957658106977334,1.0063496677211987,0.26008566708147884,0.057218232636280744,6.389322861699112,Normal,None,DZA
1997-04-01,ALGERIA,0,AFRICA,763,692,114709090.55,150339.56821756,0,763,1.102601,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-0.011328895450092566,0.22999921688245628,0.3805688601493598,-0.5293628629776913,133617550.3075,96266960.8875,0,2.629919682154336,2.6917900403768513,False,False,116106929.48632853,-1.2039237817352877,False,0.0,False,False,False,False,False,0.0679733727005554,0.9199968675298251,1.1417065804480793,1.0587257259553826,0.1314959841077168,0.060196189086764385,3.3800947198283233,Normal,None,DZA
1997-05-01,ALGERIA,0,AFRICA,827,744,129927011.25,157106.42230955,0,827,1.111559,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,2.486681175390492,1.9314987586755308,2.0622921036347925,1.4259114156976598,133617550.3075,96266960.8875,0,13.266534175307342,8.387942332896458,False,False,125845911.77613851,3.2429336926901255,False,0.0,False,True,False,True,False,14.92008705234295,7.725995034702123,6.186876310904378,2.8518228313953196,0.663326708765367,0.1621466846345063,32.51025462274465,Minor,"Revenue spike (Z=2.5), Customer count increase",DZA
1997-06-01,ALGERIA,0,AFRICA,804,710,116719732.99,145173.79725124,0,804,1.132394,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,0.31871652685122653,1.3200223608436445,0.9627038290481634,-2.0220061153169846,133617550.3075,96266960.8875,0,-10.165152059556826,-2.781136638452242,False,False,122345965.01573806,-4.598624911752771,False,0.0,False,False,False,False,True,1.912299161107359,5.280089443374578,2.88811148714449,4.044012230633969,0.5082576029778413,0.22993124558763856,14.862701170825876,Normal,AOV shift,DZA
1997-07-01,ALGERIA,0,AFRICA,713,657,105171742.85,147505.95070126,0,713,1.085236,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-1.5768772429131126,-1.0992973001433834,-0.7513602460427585,-1.3481332058736128,133617550.3075,96266960.8875,0,-9.893777036818086,-11.318407960199007,False,False,108498349.57241447,-3.0660436177365256,False,0.0,False,False,False,False,False,9.461263457478674,4.397189200573535,2.2540807381282755,2.696266411747226,0.49468885184090433,0.1533021808868263,19.456790840655444,Normal,None,DZA
1997-08-01,ALGERIA,0,AFRICA,810,729,122789085.0,151591.46296296,0,810,1.111111,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,1.3149960280617004,1.4795379428867454,1.5771796295524563,-0.1676293953997613,133617550.3075,96266960.8875,0,16.751022349345824,13.604488078541376,False,False,123258994.60540774,-0.3812375777622385,False,0.0,False,False,False,False,False,7.889976168370202,5.918151771546982,4.731538888657369,0.3352587907995226,0.8375511174672913,0.019061878888111925,19.73153861572948,Normal,None,DZA
1997-09-01,ALGERIA,0,AFRICA,707,641,110396345.14,156147.58859972,0,707,1.102964,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-0.7192627636526983,-1.2588128821864841,-1.2688135517305839,1.1488575787342377,133617550.3075,96266960.8875,0,-10.092704787237395,-12.716049382716054,False,False,107585319.98274478,2.612833384430206,False,0.0,False,False,False,False,False,4.315576581916189,5.035251528745937,3.8064406551917513,2.2977151574684753,0.5046352393618697,0.1306416692215103,16.090260831905734,Normal,None,DZA
1997-10-01,ALGERIA,0,AFRICA,797,728,123381132.74,154806.94195734,0,797,1.09478,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,1.4121802128195042,1.1339208484600272,1.5448387979469673,0.761479358219481,133617550.3075,96266960.8875,0,11.7619723583541,12.729844413012724,False,False,121280763.82779008,1.7318236181232214,False,0.0,False,False,False,False,False,8.473081276917025,4.535683393840109,4.634516393840902,1.5229587164389622,0.588098617917705,0.08659118090616108,19.840929579860862,Normal,None,DZA
1997-11-01,ALGERIA,0,AFRICA,707,640,106792773.75,151050.59936351,0,707,1.104688,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-1.3107862576089393,-1.2588128821864841,-1.301154383336073,-0.3239112761526167,133617550.3075,96266960.8875,0,-13.444810095038196,-11.292346298619826,False,False,107585319.98274478,-0.7366676353910523,False,0.0,False,False,False,False,False,7.864717545653635,5.035251528745937,3.9034631500082186,0.6478225523052334,0.6722405047519098,0.036833381769552614,18.160328663234484,Normal,None,DZA
1997-12-01,ALGERIA,0,AFRICA,770,702,118305298.01,153643.24416883,0,770,1.096866,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,0.5789858150157097,0.41610072926607383,0.7039771762042507,0.4252302943127615,133617550.3075,96266960.8875,0,10.78024650520888,8.910891089108919,False,False,117172130.6742765,0.9670962960241496,False,0.0,False,False,False,False,False,3.4739148900942576,1.6644029170642953,2.111931528612752,0.8504605886255231,0.539012325260444,0.048354814801207485,8.68807706445848,Normal,None,DZA
1998-01-01,ALGERIA,0,AFRICA,734,657,114721788.97,156296.71521798,0,734,1.117199,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-0.009244459496647001,-0.5409927629925306,-0.7513602460427585,1.1919475341235177,133617550.3075,96266960.8875,0,-3.029035132219604,-4.675324675324677,False,False,111693953.13625838,2.7108323671272374,False,0.0,False,False,False,False,False,0.055466756979882,2.1639710519701225,2.2540807381282755,2.3838950682470355,0.1514517566109802,0.1355416183563619,7.144406990292657,Normal,None,DZA
1998-02-01,ALGERIA,0,AFRICA,698,624,106450565.15,152507.97299427,0,698,1.11859,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-1.3669595381759918,-1.4980862552511354,-1.8186076890238985,0.0971950660127624,133617550.3075,96266960.8875,0,-7.209810703146314,-4.904632152588551,False,False,106215775.59824026,0.22104960439006538,False,0.0,False,False,False,False,False,8.201757229055952,5.992345021004542,5.455823067071695,0.1943901320255248,0.36049053515731566,0.01105248021950327,20.215858464534534,Normal,None,DZA
1998-03-01,ALGERIA,0,AFRICA,732,665,112279634.06,153387.47822404,0,732,1.100752,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-0.41012232448202446,-0.5941646236735643,-0.4926335931988457,0.3513270349235939,133617550.3075,96266960.8875,0,5.475845902542864,4.871060171919761,False,False,111389609.93970181,0.7990189756297611,False,0.0,False,False,False,False,False,2.4607339468921468,2.3766584946942575,1.477900779596537,0.7026540698471879,0.2737922951271432,0.039950948781488055,7.331690534938761,Normal,None,DZA
1998-04-01,ALGERIA,0,AFRICA,701,638,106808958.99,152366.56061341,0,701,1.098746,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-1.3081294628131186,-1.4183284642295848,-1.3658360465470512,0.056334130159409704,133617550.3075,96266960.8875,0,-4.872366316296139,-4.234972677595628,False,False,106672290.3930751,0.12812005481582237,False,0.0,False,False,False,False,False,7.848776776878712,5.67331385691834,4.097508139641153,0.11266826031881941,0.24361831581480692,0.006406002740791119,17.982291352312625,Normal,None,DZA
1998-05-01,ALGERIA,0,AFRICA,813,715,124298350.27,152888.4997171,0,813,1.137063,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,1.5627407704843583,1.5592957339082958,1.124407987075609,0.2071478008262476,133617550.3075,96266960.8875,0,16.374460949139525,15.977175463623405,False,False,123715509.40024258,0.47111382605378577,False,0.0,False,False,False,False,False,9.37644462290615,6.237182935633183,3.3732239612268264,0.41429560165249524,0.8187230474569762,0.02355569130268929,20.243425860178323,Normal,None,DZA
1998-06-01,ALGERIA,0,AFRICA,722,652,111966520.21,155078.28283934,0,722,1.107362,114778106.37767442,6092017.35318831,110273431.92,119611079.275,754.348837,37.61388024386742,680.232558,30.92066438484141,152171.59827828116,3460.8209015946204,5.922948395349,21.18051141716939,-0.46151972403738345,-0.8600239270787323,-0.913064404070204,0.8398829768161487,133617550.3075,96266960.8875,0,-9.921153445088283,-11.193111931119315,False,False,109867893.956919,1.9101360529436375,False,0.0,False,False,False,False,False,2.769118344224301,3.4400957083149297,2.7391932122106115,1.6797659536322975,0.49605767225441416,0.09550680264718188,11.219737693283736,Normal,None,DZA
